FAR,SLC
FAR,EUG
FAR,TUL
FAR,SDG
FAR,TUC
FAR,FRS
FAR,RNO
FAR,BOU
FAR,AUS
FAR,ELP
FAR,CC
FAR,BAT
FAR,LR
EUG,ALB
EUG,PVD
EUG,HFD
EUG,HAM
EUG,ROC
EUG,MPL
EUG,GRR
EUG,AKR
EUG,FTW
EUG,GRB
EUG,FTL
EUG,RAL
EUG,SAV
EUG,SRQ
EUG,NAP
EUG,BOI
EUG,SLC
EUG,FAR
EUG,TUL
EUG,SDG
EUG,TUC
EUG,FRS
EUG,RNO
EUG,BOU
EUG,AUS
EUG,ELP
EUG,CC
EUG,BAT
EUG,LR
TUL,ALB
TUL,PVD
TUL,HFD
TUL,HAM
TUL,ROC
TUL,MPL
TUL,GRR
TUL,AKR
TUL,FTW
TUL,GRB
TUL,FTL
TUL,RAL
TUL,SAV
TUL,SRQ
TUL,NAP
TUL,BOI
TUL,SLC
TUL,FAR
TUL,EUG
TUL,SDG
TUL,TUC
TUL,FRS
TUL,RNO
TUL,BOU
TUL,AUS
TUL,ELP
TUL,CC
TUL,BAT
TUL,LR
SDG,ALB
SDG,PVD
SDG,HFD
SDG,HAM
SDG,ROC
SDG,MPL
SDG,GRR
SDG,AKR
SDG,FTW
SDG,GRB
SDG,FTL
SDG,RAL
SDG,SAV
SDG,SRQ
SDG,NAP
SDG,BOI
SDG,SLC
SDG,FAR
SDG,EUG
SDG,TUL
SDG,TUC
SDG,FRS
SDG,RNO
SDG,BOU
SDG,AUS
SDG,ELP
SDG,CC
SDG,BAT
SDG,LR
TUC,ALB
TUC,PVD
TUC,HFD
TUC,HAM
TUC,ROC
TUC,MPL
TUC,GRR
TUC,AKR
TUC,FTW
TUC,GRB
TUC,FTL
TUC,RAL
TUC,SAV
TUC,SRQ
TUC,NAP
TUC,BOI
TUC,SLC
TUC,FAR
TUC,EUG
TUC,TUL
TUC,SDG
TUC,FRS
TUC,RNO
TUC,BOU
TUC,AUS
TUC,ELP
TUC,CC
TUC,BAT
TUC,LR
FRS,ALB
FRS,PVD
FRS,HFD
FRS,HAM
FRS,ROC
FRS,MPL
FRS,GRR
FRS,AKR
FRS,FTW
FRS,GRB
FRS,FTL
FRS,RAL
FRS,SAV
FRS,SRQ
FRS,NAP
FRS,BOI
FRS,SLC
FRS,FAR
FRS,EUG
FRS,TUL
FRS,SDG
FRS,TUC
FRS,RNO
FRS,BOU
FRS,AUS
FRS,ELP
FRS,CC
FRS,BAT
FRS,LR
RNO,ALB
RNO,PVD
RNO,HFD
RNO,HAM
RNO,ROC
RNO,MPL
RNO,GRR
RNO,AKR
RNO,FTW
RNO,GRB
RNO,FTL
RNO,RAL
RNO,SAV
RNO,SRQ
RNO,NAP
RNO,BOI
RNO,SLC
RNO,FAR
RNO,EUG
RNO,TUL
RNO,SDG
RNO,TUC
RNO,FRS
RNO,BOU
RNO,AUS
RNO,ELP
RNO,CC
RNO,BAT
RNO,LR
BOU,ALB
BOU,PVD
BOU,HFD
BOU,HAM
BOU,ROC
BOU,MPL
BOU,GRR
BOU,AKR
BOU,FTW
BOU,GRB
BOU,FTL
BOU,RAL
BOU,SAV
BOU,SRQ
BOU,NAP
BOU,BOI
BOU,SLC
BOU,FAR
BOU,EUG
BOU,TUL
BOU,SDG
BOU,TUC
BOU,FRS
BOU,RNO
BOU,AUS
BOU,ELP
BOU,CC
BOU,BAT
BOU,LR
AUS,ALB
AUS,PVD
AUS,HFD
AUS,HAM
AUS,ROC
AUS,MPL
AUS,GRR
AUS,AKR
AUS,FTW
AUS,GRB
AUS,FTL
AUS,RAL
AUS,SAV
AUS,SRQ
AUS,NAP
AUS,BOI
AUS,SLC
AUS,FAR
AUS,EUG
AUS,TUL
AUS,SDG
AUS,TUC
AUS,FRS
AUS,RNO
AUS,BOU
AUS,ELP
AUS,CC
AUS,BAT
AUS,LR
ELP,ALB
ELP,PVD
ELP,HFD
ELP,HAM
ELP,ROC
ELP,MPL
ELP,GRR
ELP,AKR
ELP,FTW
ELP,GRB
ELP,FTL
ELP,RAL
ELP,SAV
ELP,SRQ
ELP,NAP
ELP,BOI
ELP,SLC
ELP,FAR
ELP,EUG
ELP,TUL
ELP,SDG
ELP,TUC
ELP,FRS
ELP,RNO
ELP,BOU
ELP,AUS
ELP,CC
ELP,BAT
ELP,LR
CC,ALB
CC,PVD
CC,HFD
CC,HAM
CC,ROC
CC,MPL
CC,GRR
CC,AKR
CC,FTW
CC,GRB
CC,FTL
CC,RAL
CC,SAV
CC,SRQ
CC,NAP
CC,BOI
CC,SLC
CC,FAR
CC,EUG
CC,TUL
CC,SDG
CC,TUC
CC,FRS
CC,RNO
CC,BOU
CC,AUS
CC,ELP
CC,BAT
CC,LR
BAT,ALB
BAT,PVD
BAT,HFD
BAT,HAM
BAT,ROC
BAT,MPL
BAT,GRR
BAT,AKR
BAT,FTW
BAT,GRB
BAT,FTL
BAT,RAL
BAT,SAV
BAT,SRQ
BAT,NAP
BAT,BOI
BAT,SLC
BAT,FAR
BAT,EUG
BAT,TUL
BAT,SDG
BAT,TUC
BAT,FRS
BAT,RNO
BAT,BOU
BAT,AUS
BAT,ELP
BAT,CC
BAT,LR
LR,ALB
LR,PVD
LR,HFD
LR,HAM
LR,ROC
LR,MPL
LR,GRR
LR,AKR
LR,FTW
LR,GRB
LR,FTL
LR,RAL
LR,SAV
LR,SRQ
LR,NAP
LR,BOI
LR,SLC
LR,FAR
LR,EUG
LR,TUL
LR,SDG
LR,TUC
LR,FRS
LR,RNO
LR,BOU
LR,AUS
LR,ELP
LR,CC
LR,BAT
# Dates Section, these must match exactly the events here. Required if Games is Provided
event,dayOfWeek,nthWeek,month
# first monday first week in January
all_star_game,1,1,1
# third tuesday in February
trade_deadline,2,3,2
